SMS,Cluster,Cluster_Label
first time use type words,2,Casual Communication
planning come chennai,2,Casual Communication
think asking gym excuse lazy people jog,2,Casual Communication
looking good,2,Casual Communication
dude guess got arrested day,2,Casual Communication
probably still going stuff,2,Casual Communication
thats cool want please,2,Casual Communication
way transport less problematic sat night way want ask join bday feel free need know definite nos booking fri,2,Casual Communication
guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight,2,Casual Communication
wait till end march nino gets,2,Casual Communication
flippin shit yet,2,Casual Communication
haha get used driving usf man know lot stoners,2,Casual Communication
hey want anything buy,2,Casual Communication
dunno dad said coming home bring lunch yup lor call reach school lor,2,Casual Communication
nothing jus tot would ask cos gua went faber yest yest jus went already mah today going jus call lor,2,Casual Communication
mah pick tomorrow,2,Casual Communication
bluray player,2,Casual Communication
confirm eating esplanade,2,Casual Communication
thought see,2,Casual Communication
called ubandu run without installing hard disk use copy important files system give repair shop,2,Casual Communication
none nowhere ikno doesdiscount shitinnit,2,Casual Communication
shall fine avalarr hollalater,2,Casual Communication
home always chat,2,Casual Communication
found dis pierre cardin one looks normal costs sale,2,Casual Communication
shuhui say change suntec steamboat noe,2,Casual Communication
shall come get pickle,2,Casual Communication
know watchin lido,2,Casual Communication
jokin lar depends phone father get lor,2,Casual Communication
way,2,Casual Communication
one day training,2,Casual Communication
aight wat happening side,2,Casual Communication
big hitter anyway good,2,Casual Communication
ryder unsold gibbs,2,Casual Communication
long quit get like minutes day,2,Casual Communication
yes plm office,2,Casual Communication
almost see sec,2,Casual Communication
think wil,2,Casual Communication
yes office,2,Casual Communication
lol knew saw dollar store,2,Casual Communication
nah perpetual,2,Casual Communication
noice text,2,Casual Communication
idc get weaseling way shit twice row,2,Casual Communication
omg could snow tonite,2,Casual Communication
reach ten morning,2,Casual Communication
okie,2,Casual Communication
dont file bag work called tell find anything room,2,Casual Communication
bill thats bad,2,Casual Communication
prob take time,2,Casual Communication
test,2,Casual Communication
normal pilates intro,2,Casual Communication
even friend priest call,2,Casual Communication
gonna head usf like fifteen minutes,2,Casual Communication
guy kinda flaky one friend interested picking worth tonight possible,2,Casual Communication
still tonight,2,Casual Communication
yeah probs last night obviously catching speak soon,2,Casual Communication
decimal common car better buy china asia find less expensive holla,2,Casual Communication
kent vale lor wait,2,Casual Communication
way home,2,Casual Communication
yesterday going home,2,Casual Communication
later showing around want cld drink wld prefer spend money nosh mind nxt,2,Casual Communication
wait lect havent finish,2,Casual Communication
taking ure practical lessons start june,2,Casual Communication
long applebees fucking take,2,Casual Communication
onluy matters getting offcampus,2,Casual Communication
means get door,2,Casual Communication
arestaurant eating squid wanna dosomething late,2,Casual Communication
ask darren pick lor oso sian tmr haf meet lect,2,Casual Communication
norm tomorrow finish cos tests need sort library stuff point tomo got letter today access til end march better get move,2,Casual Communication
dog must always wait till end day word run time cell already,2,Casual Communication
den muz change plan liao back yan jiu,2,Casual Communication
waited yesterday,2,Casual Communication
yeah barely enough room two many fucking shoes sorry man see later,2,Casual Communication
ugh gotta drive back butt sore,2,Casual Communication
still got lessons sch,2,Casual Communication
shopping lor raining mah hard leave orchard,2,Casual Communication
rather prominent bite mark right cheek,2,Casual Communication
well computerless time make oreo truffles,2,Casual Communication
whens radio show,2,Casual Communication
happened interview,2,Casual Communication
hey got mail,2,Casual Communication
yes last practice,2,Casual Communication
think match,2,Casual Communication
came ago,2,Casual Communication
much would cost hire hitman,2,Casual Communication
plm come way,2,Casual Communication
sorry going home first daddy come fetch later,2,Casual Communication
simple arithmetic percentages,2,Casual Communication
roommate also wants dubsack another friend may also want plan bringing extra tell know sure,2,Casual Communication
got mail panren paru,2,Casual Communication
correct work today,2,Casual Communication
probably gonna swing wee bit,2,Casual Communication
anything lor juz lor,2,Casual Communication
tell half come need prepare,2,Casual Communication
yup home look timings msg xuhui going learn 2nd may lesson 8am,2,Casual Communication
hamster dead hey tmr meet 1pm orchard mrt,2,Casual Communication
okay lor wah like def wont let haha say terms conditions,2,Casual Communication
one slice one breadstick lol,2,Casual Communication
sorry light turned green meant another friend wanted worth may around,2,Casual Communication
normally use drink water daily,2,Casual Communication
trouble classes well due dodgey one expecting mine tomo see recovery time place,2,Casual Communication
nutter cutter ctter cttergg cttargg ctargg ctagg,2,Casual Communication
yah never cancel leh haha,2,Casual Communication
pick another 8th done,2,Casual Communication
supervisor find one lor thk students havent ask yet tell aft ask,2,Casual Communication
sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look,2,Casual Communication
going wipro interview today,2,Casual Communication
nope juz work,2,Casual Communication
fyi ride early tomorrow morning crashing place tonight,2,Casual Communication
ask meeting tmr nite,2,Casual Communication
wat time liao still got,2,Casual Communication
guess useless calling something important,2,Casual Communication
hey whats plan sat,2,Casual Communication
lol drunkard hair moment yeah still tonight wats plan,2,Casual Communication
still checked,2,Casual Communication
work timing,2,Casual Communication
ready,2,Casual Communication
one,2,Casual Communication
good registered vote,2,Casual Communication
nope still market,2,Casual Communication
pick bout 30ish time going,2,Casual Communication
like,2,Casual Communication
want perumbavoor,2,Casual Communication
easy sen got selected means good,2,Casual Communication
send contents page,2,Casual Communication
yes always available work place,2,Casual Communication
still plumbers tape wrench could borrow,2,Casual Communication
food,2,Casual Communication
yeah thinking,2,Casual Communication
seems like weird timing night want come smoke day shitstorm attributed always coming making everyone smoke,2,Casual Communication
yup remb think book,2,Casual Communication
going got exciting karaoke type activities planned debating whether play football eve feeling lazy though,2,Casual Communication
meet corporation outside gap see mind working,2,Casual Communication
thk dun haf hint forum already lor cos told ron darren going tell shuhui,2,Casual Communication
give back proof wont allow work come home within days,2,Casual Communication
text way cup stop work bus,2,Casual Communication
think get away trek long family town sorry,2,Casual Communication
meeting nite tmr,2,Casual Communication
tomarrow final hearing laptop case cant,2,Casual Communication
one slow poo,2,Casual Communication
sleeping surfing,2,Casual Communication
great safe trip dont panic surrender,2,Casual Communication
haha awesome couple times coming,2,Casual Communication
also fine complete course,2,Casual Communication
anything lor toa payoh got place walk meh,2,Casual Communication
know got adsense approved,2,Casual Communication
saturday sunday holiday difficult,2,Casual Communication
current food alone also,2,Casual Communication
need login anything,2,Casual Communication
ill call evening ill ideas,2,Casual Communication
yes please swimming,2,Casual Communication
fyi back parents place south tampa might need deal somewhere else,2,Casual Communication
much torch 9ja,2,Casual Communication
wont touch permission,2,Casual Communication
tuition 330 1120 1205 one mind,2,Casual Communication
shoot docs waiting room,2,Casual Communication
late need get laptop,2,Casual Communication
kanji dont eat anything heavy,2,Casual Communication
never wanted tell short edge late,2,Casual Communication
probably around lot,2,Casual Communication
coming home dinner,2,Casual Communication
alright see bit,2,Casual Communication
anything lar going home dinner,2,Casual Communication
asked anthony dad,2,Casual Communication
checking,2,Casual Communication
wat,2,Casual Communication
fetch yun fetch,2,Casual Communication
jane babes goin wrk feel ill lst nite foned already cover chuck,2,Casual Communication
talking bout early morning almost noon,2,Casual Communication
okie,2,Casual Communication
yet like keep touch easiest way barcelona way house,2,Casual Communication
answerin phone actually pretty reasonable hour sleepy,2,Casual Communication
part initiate understand,2,Casual Communication
try making another butt,2,Casual Communication
argh spotty anyway thing remember research province sterling problem free places looked,2,Casual Communication
staff placement training amrita college,2,Casual Communication
hoping get away langport still town tonight,2,Casual Communication
finish meeting call,2,Casual Communication
nah dub still buff,2,Casual Communication
free sat rite wan watch infernal affairs wif darren mayb,2,Casual Communication
need coffee run tomo believe time week already,2,Casual Communication
record one night,2,Casual Communication
hey booked pilates yoga lesson already haha,2,Casual Communication
friend got says upping order grams got get,2,Casual Communication
think waste,2,Casual Communication
time wrkin,2,Casual Communication
one teach ship cars,2,Casual Communication
hungry buy food good lei mum yun dun wan juz buy little bit,2,Casual Communication
guess dropped,2,Casual Communication
kay sat right,2,Casual Communication
yes possible dint try pls dont tell one,2,Casual Communication
class early tomorrow thus trying smoke,2,Casual Communication
package programs well,2,Casual Communication
guess could good excuse lol,2,Casual Communication
probably tomorrow even later tonight something going,2,Casual Communication
log wat sdryb8i,2,Casual Communication
get paid outstanding one commercial hasbro august made jump many hoops get paid still,2,Casual Communication
hey sat going intro pilates kickboxing,2,Casual Communication
trying figure suppose see couple different people week said get together set dates,2,Casual Communication
solihull want anything,2,Casual Communication
wat happened cruise thing,2,Casual Communication
anything lor coming,2,Casual Communication
home come within min,2,Casual Communication
lmao nice,2,Casual Communication
get opinion something first,2,Casual Communication
oooh got plenty,2,Casual Communication
hey dont watch men lunch haha,2,Casual Communication
sorry man stash ran dry last night pick sunday,2,Casual Communication
aight pick open tonight,2,Casual Communication
apparently bffs carly quick,2,Casual Communication
reach home minutes,2,Casual Communication
yup lunch buffet eat already,2,Casual Communication
jay says put,2,Casual Communication
still grinder,2,Casual Communication
mostly like,2,Casual Communication
meeting later,2,Casual Communication
know lab goggles went,2,Casual Communication
nice sheffield tom air opinions categories used measure ethnicity next census busy transcribing,2,Casual Communication
monday next week give full gist,2,Casual Communication
kind missed train cos asthma attack nxt one half driving sure park,2,Casual Communication
meanwhile shit suite xavier decided give seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,2,Casual Communication
dude sux snake got old raiden got buff,2,Casual Communication
fri okie lor goin drivin den shoppin,2,Casual Communication
buying today need meh,2,Casual Communication
sorry meeting call later,2,Casual Communication
crucify told earlier,2,Casual Communication
filled tuth aight,2,Casual Communication
home,2,Casual Communication
icic lor den meet day,2,Casual Communication
watching surya movie vijay movie pokkiri,2,Casual Communication
hey jazz power yoga hip hop yogasana,2,Casual Communication
yup,2,Casual Communication
reason team budget available last buy unsold players base rate,2,Casual Communication
knw dis,2,Casual Communication
gr8 handle victoria island traffic plus album due,2,Casual Communication
brother transfered,2,Casual Communication
langport sorry probably bed 9pm sucks ill xmas go2sri lanka,2,Casual Communication
dude ive seeing lotta corvettes lately,2,Casual Communication
enjoy watching playing football basketball anything outdoors,2,Casual Communication
wanna gym,2,Casual Communication
wake already wat picking later rite taking sq825 reaching ard smth like dat check arrival time soon,2,Casual Communication
get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go2 notxt,2,Casual Communication
super msg nalla timing,2,Casual Communication
remain unconvinced elaborate test willpower,2,Casual Communication
looking,2,Casual Communication
ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,2,Casual Communication
got fujitsu ibm toshiba got lot model say,2,Casual Communication
becoz jan whn post ofice holiday post ofice got duffer,2,Casual Communication
cause old live high,2,Casual Communication
aight latest probably closer jay tyler two trips,2,Casual Communication
need get,2,Casual Communication
home also,2,Casual Communication
jay says double faggot,2,Casual Communication
armand says get ass epsilon,2,Casual Communication
noe ben going,2,Casual Communication
still chance search hard get let try,2,Casual Communication
still meeting dinner tonight,2,Casual Communication
got shitload diamonds though,2,Casual Communication
sian aft meeting supervisor got work liao working,2,Casual Communication
gone get info dont know,2,Casual Communication
set let noe details later,2,Casual Communication
nah straight bring bud drinks something actually little useful straight cash,2,Casual Communication
dare change ring,2,Casual Communication
hey happen alright,2,Casual Communication
wat uniform get,2,Casual Communication
mom wants know,2,Casual Communication
tacos rajas burrito right,2,Casual Communication
aight grab something eat text back,2,Casual Communication
done,2,Casual Communication
tomorrow onwards eve work,2,Casual Communication
dear relieved westonzoyland going plan end,2,Casual Communication
oops,2,Casual Communication
well keep mind got enough gas one round trip barring sudden influx cash,2,Casual Communication
havent got topic yet rite,2,Casual Communication
know serving mean,2,Casual Communication
friend studying warwick planned shopping concert tmw may canceled havn seen ages yeah get together sometime,2,Casual Communication
ranjith cal drpd deeraj deepak 5min hold,2,Casual Communication
nothin comes mind help buy hanger lor laptop heavy,2,Casual Communication
fyi taking quick shower epsilon like min,2,Casual Communication
yeah probably swing roommate finishes girl,2,Casual Communication
mon okie lor haha best cheap food oso okie depends whether wana eat western chinese food den prefer,2,Casual Communication
coming whatever want,2,Casual Communication
sent,2,Casual Communication
yes completely form clark also utter waste,2,Casual Communication
rude campus,2,Casual Communication
said would woke,2,Casual Communication
come,2,Casual Communication
driving raining get caught mrt station lor,2,Casual Communication
know called,2,Casual Communication
sorry bathroom sup,2,Casual Communication
pls come quick cant bare,2,Casual Communication
nothing dinner,2,Casual Communication
think going finn come,2,Casual Communication
lol yep yesterday already got fireplace another icon sitting,2,Casual Communication
want meet 2morro,2,Casual Communication
says quitting least5times day wudn take much notice nah mind gonna see want come taunton tonight tell,2,Casual Communication
tired special,2,Casual Communication
gonna blake night might able get little early,2,Casual Communication
hey tmr maybe meet yck,2,Casual Communication
okay going sleep later,2,Casual Communication
carlos taking sweet time usual let know patty done want smoke tell haul ass,2,Casual Communication
2marrow coming class,2,Casual Communication
sounds good keep posted,2,Casual Communication
coming home dinner,2,Casual Communication
type stuff sing,2,Casual Communication
watching,2,Casual Communication
curious cuz asked,2,Casual Communication
physics get,2,Casual Communication
yavnt tried yet never played original either,2,Casual Communication
right brah see later,2,Casual Communication
another month need chocolate weed alcohol,2,Casual Communication
see,2,Casual Communication
annoying,2,Casual Communication
much buzy,2,Casual Communication
hiya last night naughty bought clothes little ready shopping tho kind time wanna meet,2,Casual Communication
mean left early check cos working,2,Casual Communication
okay seen pick friday,2,Casual Communication
aight close still around alex place,2,Casual Communication
yeah get unlimited,2,Casual Communication
xmas new years eve tickets sale club day 10am till 8pm thurs fri sat night week selling fast,2,Casual Communication
kinda first one gets twelve aah speak tomo,2,Casual Communication
call meet,2,Casual Communication
meeting call later,2,Casual Communication
lol alright thinkin haha,2,Casual Communication
please sen kind advice please come try,2,Casual Communication
talk others probably come early tomorrow,2,Casual Communication
aiyo please got time meh,2,Casual Communication
guess,2,Casual Communication
jay told already,2,Casual Communication
guys,2,Casual Communication
wan haf lunch canteen,2,Casual Communication
probably gonna see later tonight,2,Casual Communication
use soc use home dunno type word,2,Casual Communication
ugh hopefully asus ppl dont randomly reformat,2,Casual Communication
well pattern emerging friends telling drive come smoke telling weed fiend make smoke much impede things see hesitant,2,Casual Communication
hey watching movie tonight prob home early,2,Casual Communication
nice nice working,2,Casual Communication
plans yet,2,Casual Communication
aight tomorrow around,2,Casual Communication
yeah fine get,2,Casual Communication
said right giggle saw would possibly first person2die nvq think much could,2,Casual Communication
think two still need get cash def ready,2,Casual Communication
huh also cannot many mistakes,2,Casual Communication
den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat,2,Casual Communication
nope watching home going bored,2,Casual Communication
first time history need comfort luxury sold price india onion petrol beer shesil,2,Casual Communication
willing aptitude class,2,Casual Communication
got meh,2,Casual Communication
hello good week fancy drink something later,2,Casual Communication
cos shopping wif darren jus called ask wat present wan lor started guessing wif finally guessed darren lor,2,Casual Communication
sam eachother meet house,2,Casual Communication
done handed know mega shop asda counts celebration thats,2,Casual Communication
got like get later though get whatever feel like,2,Casual Communication
hmm thinking lor,2,Casual Communication
keeping away like,2,Casual Communication
ready big day tomorrow,2,Casual Communication
meeting call later,2,Casual Communication
might come tonight class lets early,2,Casual Communication
haha good hear officially paid market 8th,2,Casual Communication
sorry left phone upstairs might hectic would birds one fell swoop date,2,Casual Communication
sound like manky scouse boy steve like travelling bus home wot inmind recreation dis eve,2,Casual Communication
come karnan car please wait till 6pm directly goto doctor,2,Casual Communication
yijue meet tmr,2,Casual Communication
tyler getting 8th leave long get like hour,2,Casual Communication
seen back holby,2,Casual Communication
studies alone without anyones help cant need study,2,Casual Communication
telly brdget jones,2,Casual Communication
nope wif sis lor aft bathing dog bathe looks like going rain soon,2,Casual Communication
whatever juliana whatever want,2,Casual Communication
tell shola please college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,2,Casual Communication
kaiez enjoy tuition gee thk second option sounds beta yan jiu den msg,2,Casual Communication
finally completed course,2,Casual Communication
wondering right,2,Casual Communication
always brainy one,2,Casual Communication
movies laptop,2,Casual Communication
see half hour,2,Casual Communication
going today meeting,2,Casual Communication
real tho sucks even cook whole electricity hungry,2,Casual Communication
college,2,Casual Communication
gonna ring weekend wot,2,Casual Communication
impossible argue always treats like sub like never released remind necessary,2,Casual Communication
could ask carlos could get anybody else chip,2,Casual Communication
available like right around hillsborough amp,2,Casual Communication
dun believe wat,2,Casual Communication
good need drugs,2,Casual Communication
haf combine lor,2,Casual Communication
take like noon,2,Casual Communication
happened date,2,Casual Communication
check errors difficulties correction,2,Casual Communication
yep sure props,2,Casual Communication
garage keys bookshelf,2,Casual Communication
alrite,2,Casual Communication
time dont like fun,2,Casual Communication
scratching,2,Casual Communication
sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,2,Casual Communication
reckon need arrange transport thanks,2,Casual Communication
see cup coffee animation,2,Casual Communication
awesome see bit,2,Casual Communication
watching cartoon listening music amp eve temple amp church,2,Casual Communication
know wot people wear shirts jumpers hat belt know cribbs,2,Casual Communication
several sir,2,Casual Communication
write wat,2,Casual Communication
reverse cheating mathematics,2,Casual Communication
finished missing plenty,2,Casual Communication
haha kidding papa needs drugs,2,Casual Communication
taxt massage tie pos argh lool,2,Casual Communication
gudnite practice going,2,Casual Communication
lmao wont needing hair anymore,2,Casual Communication
sorry shower sup,2,Casual Communication
came hostel,2,Casual Communication
like dis sweater mango size already irritating,2,Casual Communication
home lei,2,Casual Communication
hello things quite plan limping slowly home followed exhaust hanging,2,Casual Communication
leave always ignorant,2,Casual Communication
always make things bigger,2,Casual Communication
completed degree use joining finance,2,Casual Communication
sense foot penis,2,Casual Communication
got xmas radio times get,2,Casual Communication
mostly sports type lyk footbl crckt,2,Casual Communication
sun thk mayb dun anythin thk book lesson pilates orchard mrt noe hor,2,Casual Communication
wait lor need feel bad lar,2,Casual Communication
make sure alex knows birthday fifteen minutes far concerned,2,Casual Communication
aight well keep informed,2,Casual Communication
wat,2,Casual Communication
late tellmiss way,2,Casual Communication
finished class,2,Casual Communication
yeah thought lemme know anything goin later,2,Casual Communication
fuck cedar key fuck come anyway tho,2,Casual Communication
okie,2,Casual Communication
getting even,2,Casual Communication
okie lor sat,2,Casual Communication
sorry meeting call later,2,Casual Communication
sorry went shop,2,Casual Communication
headin towards busetop,2,Casual Communication
send bec temple,2,Casual Communication
dad wanted talk apartment got late start omw,2,Casual Communication
car picking,2,Casual Communication
shuhui bought ron present swatch watch,2,Casual Communication
dont think need yellow card travel ask someone gone bucks,2,Casual Communication
people tour thought sofa thing sent curious sugar,2,Casual Communication
coffee cake guess,2,Casual Communication
put sign choose number pin show right,2,Casual Communication
man bus slow think gonna get,2,Casual Communication
dun wan dun like already wat still eating,2,Casual Communication
slow using biola fne,2,Casual Communication
way food fridge want meal tonight,2,Casual Communication
wat late still early mah juz dinner lor aiya dunno,2,Casual Communication
seeking lady street freak sheets,2,Casual Communication
wat tht incident,2,Casual Communication
sorry stil fucked last nite went tobed 430 got work 630,2,Casual Communication
awesome lemme know whenever around,2,Casual Communication
town jus take mrt later,2,Casual Communication
stop however suggest stays someone able give ors every stool,2,Casual Communication
surfing online store offers want buy thing,2,Casual Communication
going restaurant,2,Casual Communication
time week ryan,2,Casual Communication
wants talk,2,Casual Communication
got part nottingham hrs 63miles good thing love man much 40mph hey,2,Casual Communication
ugh fuck resubbing eve,2,Casual Communication
way rencontre meet mountains dont,2,Casual Communication
friends stay chat,2,Casual Communication
hows watch resizing,2,Casual Communication
okie,2,Casual Communication
idea,2,Casual Communication
come people,2,Casual Communication
bruce downs amp fletcher,2,Casual Communication
mathews tait edwards anderson,2,Casual Communication
always saying welp,2,Casual Communication
yes trust buy new stuff asap try,2,Casual Communication
predict wat time finish buying,2,Casual Communication
oops shower called hey parking garage collapsed university hospital see crazy stuff like happen,2,Casual Communication
class holla later,2,Casual Communication
yeah totes wanna,2,Casual Communication
cthen thk shd enuff still got conclusion contents references contents cover,2,Casual Communication
much buzy,2,Casual Communication
told going got drunk,2,Casual Communication
doc prescribed morphine cause pain meds enough waiting mom bring med kick fast gonna try later,2,Casual Communication
hey anyway,2,Casual Communication
walked moms right stagwood pass right winterstone left victors hill address,2,Casual Communication
come carlos soon,2,Casual Communication
hey going quit soon xuhui working till end month,2,Casual Communication
dont know come ask questions like dont mistake,2,Casual Communication
special,2,Casual Communication
roger probably going rem,2,Casual Communication
work going min,2,Casual Communication
nope waiting sch daddy,2,Casual Communication
get ready put excellent sub face,2,Casual Communication
pls needs dat slowly vomit,2,Casual Communication
workin overtime nigpun,2,Casual Communication
dad back,2,Casual Communication
watching movie already wants shop shopping,2,Casual Communication
sister kids,2,Casual Communication
haha awesome might need take doin tonight,2,Casual Communication
theyre lots places hospitals medical places safe,2,Casual Communication
evo download flash jealous,2,Casual Communication
garbage bags eggs jam bread hannaford wheat chex,2,Casual Communication
haha really deduct lesson tmr,2,Casual Communication
whats todays plan,2,Casual Communication
hey still online finished formatting,2,Casual Communication
wat time going xin hostel,2,Casual Communication
going sch mon sis need take smth,2,Casual Communication
midnight earliest,2,Casual Communication
noe wat time place dat sells closes,2,Casual Communication
got arrested possession shit time,2,Casual Communication
opposite side dropped,2,Casual Communication
hey late amk need drink tea coffee,2,Casual Communication
prob come lunch,2,Casual Communication
gonna worry nothing give money use,2,Casual Communication
buy wif meet later,2,Casual Communication
inside office still filling forms know leave,2,Casual Communication
watching cartoon listening music amp eve temple amp church,2,Casual Communication
lolnice went fish water,2,Casual Communication
hide anythiing keeping distance,2,Casual Communication
fps,2,Casual Communication
yeah think use atm register sure anyway help let know sure ready,2,Casual Communication
ranjith cal drpd deeraj deepak 5min hold,2,Casual Communication
talking thats wont,2,Casual Communication
yup shd haf ard pages add figures got many pages,2,Casual Communication
part tomorrow,2,Casual Communication
doesnt need test,2,Casual Communication
plan,2,Casual Communication
pic please send,2,Casual Communication
small problem auction punj asking tiwary,2,Casual Communication
perhaps much easy give account identification tomorrow uni,2,Casual Communication
yeah confirmed staying weekend,2,Casual Communication
yeah jus rite,2,Casual Communication
broke list reasons nobody town tell sarcastic faggy,2,Casual Communication
think need going late school night especially one class one missed last wednesday probably failed test friday,2,Casual Communication
well welp sort semiobscure internet thing,2,Casual Communication
come home half hour,2,Casual Communication
please get dollar loan pay back mid february pls,2,Casual Communication
way home long dry spell season would,2,Casual Communication
hmmm give one day,2,Casual Communication
dont know,2,Casual Communication
wearing,2,Casual Communication
uncle boye need movies guide plus know torrents particularly legal system slowing gr8 day plus started cos dont meet online honey moon,2,Casual Communication
take test,2,Casual Communication
usf guess might well take car,2,Casual Communication
called said choose future,2,Casual Communication
yeah work fine started last week stuff dull easy guys fun,2,Casual Communication
still grand prix,2,Casual Communication
cant see join denis mina denis want alone time,2,Casual Communication
two cartons pleased shelves,2,Casual Communication
want please inside outside bedroom,2,Casual Communication
good combination,2,Casual Communication
loosu hospital dont let careless,2,Casual Communication
watching got new job,2,Casual Communication
going sao today done,2,Casual Communication
ding break fassyole blacko londn,2,Casual Communication
chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den cafe tok nydc somethin,2,Casual Communication
great church holla get,2,Casual Communication
hows street end library walk,2,Casual Communication
great disturb talk,2,Casual Communication
like italian food,2,Casual Communication
drive read need write,2,Casual Communication
directly behind abt rows behind,2,Casual Communication
yar wanted scold yest late already got zhong qing ask ask lor still act real,2,Casual Communication
pen thing beyond joke wont biro masters ever,2,Casual Communication
pick rayan macleran,2,Casual Communication
hello call wen finish wrk fancy meetin wiv tonite need break dabooks hrs last nite today wrk,2,Casual Communication
dude sup,2,Casual Communication
machan gym tomorrow wil come late goodnight,2,Casual Communication
yay wait party together,2,Casual Communication
happen behave like,2,Casual Communication
